   0.0000000000000000                0           0
  0.11009828111764680                1           0
  0.75074984369683850                2           0
  0.87066535918364796                3           0
  0.89088091157131477                3           1
  0.90772077800672246                3           0
   1.0021928637842465                4           0
   1.0366257097221125                5           0
   1.0756570998426300                4           0
   1.1486594851876180                3           0
   1.2145137010546354                2           0
   1.5507073626117434                1           0
   1.7727604765384213                2           0
   2.3078155946826611                2           1
   2.3262063289180612                2           2
   2.4240270542035476                1           2
   2.8036169924085197                2           2
   3.1827275348911277                2           1
   3.3098691313178725                3           1
   3.5074795133082080                3           0
   3.5534584178568482                3           1
   3.5909688327562712                2           1
   3.7897732982145103                1           1
   3.8293815660712962                1           0
   3.9793587687678973                2           0
   4.2013966402484204                1           0
   4.2852570116495485                1           1
   5.3077215396340645                2           1
   5.4668737422971292                3           1
   5.7353361498150992                3           2
   5.7388740620808401                3           1
   5.8775601342381982                3           0
   6.0345149454868565                4           0
   6.0382080595457177                4           1
   6.2586550223476651                3           1
   6.3733591732582848                4           1
   6.7974956324051394                4           0
   6.8619337905932545                3           0
   6.8683902399300347                4           0
   7.2686387415785481                4           1
   7.3580429682342867                3           1
   7.4388880724632607                2           1
   7.5055658873385944                1           1
   7.5393573754089536                1           2
   7.5898957560830356                1           1
   7.5922788596109285                1           0
   7.6764789528992150                2           0
   7.6852744386859202                1           0
   8.2047225243810633                1           1
   8.8047967428601321                0           1
   8.9806819318637707                1           1
   9.4397271716784701                1           0
   9.5074621676074216                2           0
   9.5727479213457070                1           0
   9.6596391225855189                2           0
   9.6728630029547400                2           1
   9.8418163885274463                2           0
   9.8940320074836379                3           0
   9.9313614917126110                3           1
   9.9438948881698757                2           1
   9.9530490948417043                1           1
   9.9972588032444349                1           0
   10.051292615185590                0           0
